step	elapsed_tokens	elapsed_examples	training_loss	training_sequence_accuracy	training_token_accuracy
1017	299204	4068	0.02721126585373181	0.75	0.9444444444444444
1018	299496	4072	0.024800351833191094	0.5	0.8571428571428571
1019	299980	4076	0.016181870066546433	0.75	0.9
1020	300208	4080	0.05626058211011729	0.75	0.875
1021	300564	4084	0.021172411736948685	1.0	1.0
1022	300984	4088	0.01963443264339302	1.0	1.0
1023	301436	4092	0.011711480717481071	1.0	1.0
1024	301696	4096	0.02337397073932152	1.0	1.0
1025	301988	4100	0.025992892856158703	0.75	0.9230769230769231
1026	302248	4104	0.048102055590430445	0.75	0.875
1027	302412	4108	0.021082471456193158	1.0	1.0
1028	302768	4112	0.027758722283664695	0.75	0.9166666666666666
1029	303092	4116	0.012476383870780355	1.0	1.0
1030	303704	4120	0.017749581624003367	0.5	0.8947368421052632
1031	303964	4124	0.022293971277751866	0.75	0.8888888888888888
1032	304224	4128	0.02382030076316227	0.75	0.875
1033	304452	4132	0.0228812125318869	1.0	1.0
1034	304680	4136	0.017832382393510215	1.0	1.0
1035	304908	4140	0.02302029067081191	1.0	1.0
1036	305232	4144	0.019802037267633976	0.75	0.9090909090909091
1037	305524	4148	0.020186756243834654	0.75	0.9166666666666666
1038	305720	4152	0.027069149200112108	1.0	1.0
1039	306076	4156	0.018061778007226872	1.0	1.0
1040	306496	4160	0.0136442411505403	1.0	1.0
1041	306820	4164	0.018945771641755416	1.0	1.0
1042	307048	4168	0.031579748897466974	0.75	0.9090909090909091
1043	307244	4172	0.021067249281621233	1.0	1.0
1044	307536	4176	0.015111134652458415	0.75	0.875
1045	307892	4180	0.019780360273362642	1.0	1.0
1046	308120	4184	0.03435886036893091	0.75	0.8888888888888888
1047	308476	4188	0.02934901642315254	0.5	0.7777777777777778
1048	309088	4192	0.00876907407350753	1.0	1.0
1049	309252	4196	0.047413927308855366	0.75	0.9230769230769231
1050	309672	4200	0.0316318668865373	0.25	0.8125
1051	310060	4204	0.020838671527650756	0.5	0.8461538461538461
1052	310288	4208	0.018884845436072543	1.0	1.0
1053	310548	4212	0.021478549871837345	1.0	1.0
1054	310840	4216	0.0162049427192398	1.0	1.0
1055	311196	4220	0.02100128111818011	0.75	0.875
1056	311776	4224	0.014504920398658342	1.0	1.0
1057	312196	4228	0.011382631813021361	1.0	1.0
1058	312552	4232	0.019101022413600868	0.75	0.9
1059	312780	4236	0.02522604912618135	0.75	0.875
1060	312976	4240	0.03188477198562623	0.75	0.9333333333333333
1061	313204	4244	0.021269363651945244	1.0	1.0
1062	313816	4248	0.012498589692671598	0.75	0.875
1063	314108	4252	0.019701318404003132	1.0	1.0
1064	314368	4256	0.04122578127648921	0.75	0.9
1065	314596	4260	0.02289923691558767	0.75	0.9285714285714286
1066	314792	4264	0.0259815255871437	1.0	1.0
1067	315020	4268	0.02018170478979625	1.0	1.0
1068	315280	4272	0.023056121475683825	0.75	0.9
1069	315508	4276	0.023952126974434936	1.0	1.0
1070	315864	4280	0.01531219555072405	0.75	0.9375
1071	316156	4284	0.03608730498476234	0.75	0.7692307692307693
1072	316448	4288	0.025179779161435115	0.75	0.9230769230769231
1073	316740	4292	0.01931510015149317	0.75	0.9090909090909091
1074	316968	4296	0.016947582027912033	1.0	1.0
1075	317164	4300	0.024816814123990602	1.0	1.0
1076	317392	4304	0.024578864697937856	1.0	1.0
1077	317748	4308	0.01841724160459199	0.75	0.9
1078	317912	4312	0.032192921138693695	0.75	0.9
1079	318076	4316	0.022580711847139355	1.0	1.0
1080	318304	4320	0.024451582277813806	0.75	0.9090909090909091
1081	318532	4324	0.04402074396788753	0.75	0.9444444444444444
1082	318952	4328	0.02039628872495786	1.0	1.0
1083	319180	4332	0.027897416602889153	1.0	1.0
1084	319536	4336	0.013713824087709865	1.0	1.0
1085	319828	4340	0.014762991627250005	1.0	1.0
1086	320088	4344	0.031136294244883518	0.75	0.9285714285714286
1087	320636	4348	0.01583273373240786	0.75	0.8461538461538461
1088	320960	4352	0.02254440688960142	0.75	0.9375
1089	321188	4356	0.02487926529013523	0.75	0.9444444444444444
1090	321416	4360	0.02061866462404266	1.0	1.0
1091	321676	4364	0.018906785100596932	1.0	1.0
1092	321904	4368	0.018096462398695428	1.0	1.0
1093	322164	4372	0.016072324708842248	1.0	1.0
1094	322360	4376	0.018337260780244457	1.0	1.0
1095	322556	4380	0.022308819334703522	1.0	1.0
1096	322976	4384	0.018786262519508382	0.75	0.9166666666666666
1097	323236	4388	0.0238543493451364	1.0	1.0
1098	323528	4392	0.015442315963148052	1.0	1.0
1099	323724	4396	0.02285743974155414	1.0	1.0
1100	323952	4400	0.016164003139864495	1.0	1.0
1101	324180	4404	0.022990903636047215	1.0	1.0
1102	324600	4408	0.024270569651240605	0.75	0.9333333333333333
1103	324828	4412	0.021007148134516946	1.0	1.0
1104	325184	4416	0.027520300963699406	0.75	0.9166666666666666
1105	325444	4420	0.014871862467822013	1.0	1.0
1106	325704	4424	0.024436479284754852	0.75	0.9166666666666666
1107	326092	4428	0.021884797745536227	0.75	0.92
1108	326384	4432	0.018396423391117793	0.75	0.9230769230769231
1109	326740	4436	0.013261401189908444	1.0	1.0
1110	326872	4440	0.022644095499976518	1.0	1.0
1111	327068	4444	0.02116253538128603	1.0	1.0
1112	327360	4448	0.013341103327771232	1.0	1.0
1113	327844	4452	0.009722845996697522	1.0	1.0
1114	328104	4456	0.028632048576909312	0.5	0.8888888888888888
1115	328300	4460	0.019757164415896113	1.0	1.0
1116	328528	4464	0.016206516836600713	1.0	1.0
1117	328820	4468	0.02249540041431032	0.75	0.9230769230769231
1118	329112	4472	0.016418744204506133	1.0	1.0
1119	329372	4476	0.028609908383016323	0.5	0.7777777777777778
1120	329632	4480	0.018809512181083503	0.75	0.9285714285714286
1121	329892	4484	0.03489997331140899	0.75	0.9230769230769231
1122	330152	4488	0.02845220102589522	0.75	0.9523809523809523
1123	330476	4492	0.019013023009479185	1.0	1.0
1124	330928	4496	0.01764486258585116	0.5	0.8947368421052632
1125	331188	4500	0.02088535335239349	0.75	0.9230769230769231
1126	331544	4504	0.026263226780224514	0.5	0.8571428571428571
1127	331804	4508	0.01982134912505934	1.0	1.0
1128	332000	4512	0.034208298701428434	0.75	0.9230769230769231
1129	332324	4516	0.024713343073708444	1.0	1.0
1130	332584	4520	0.023709767175762408	0.75	0.875
1131	333740	4524	0.015909280726422382	0.75	0.85
1132	334192	4528	0.013060094586120816	0.75	0.9411764705882353
1133	334676	4532	0.015535746148383477	1.0	1.0
1134	335000	4536	0.014913187457407828	1.0	1.0
1135	335260	4540	0.022462122437746077	1.0	1.0
1136	335456	4544	0.02440646044163979	1.0	1.0
1137	335716	4548	0.01701474403694377	1.0	1.0
1138	336008	4552	0.01730960396976381	1.0	1.0
1139	336332	4556	0.013611106924588511	1.0	1.0
1140	337008	4560	0.016884761053191064	0.5	0.875
1141	337268	4564	0.02252695666194938	0.75	0.9090909090909091
1142	337976	4568	0.013995350194289864	0.75	0.9333333333333333
1143	338268	4572	0.012750358380464476	1.0	1.0
1144	338560	4576	0.017006554737359035	1.0	1.0
1145	338820	4580	0.02198012973167977	1.0	1.0
1146	339080	4584	0.02230210119172568	1.0	1.0
1147	339340	4588	0.02347241589145	1.0	1.0
1148	339600	4592	0.022186455045612875	1.0	1.0
1149	339860	4596	0.025482849853746645	0.75	0.9375
1150	340152	4600	0.015737312348145672	1.0	1.0
1151	340380	4604	0.021009002549320872	1.0	1.0
1152	340704	4608	0.015889303815673085	1.0	1.0
1153	340836	4612	0.021718419853974068	1.0	1.0
1154	341160	4616	0.017121707192414307	1.0	1.0
1155	341580	4620	0.021561817403253546	0.75	0.9375
1156	341840	4624	0.014963389704484555	1.0	1.0
1157	342228	4628	0.009934493796330926	1.0	1.0
1158	342488	4632	0.019731747004011597	1.0	1.0
1159	342748	4636	0.02389401915830575	1.0	1.0
1160	343072	4640	0.021314626568829282	0.75	0.9333333333333333
1161	343332	4644	0.017227928180986236	1.0	1.0
1162	343624	4648	0.01522733185737195	1.0	1.0
1163	343820	4652	0.026755381213760168	1.0	1.0
1164	343984	4656	0.02093052692670972	1.0	1.0
1165	344276	4660	0.01614639371493821	1.0	1.0
1166	344440	4664	0.024149526118504586	1.0	1.0
1167	344732	4668	0.02141321039477576	0.75	0.9285714285714286
1168	345088	4672	0.0222037017799365	0.75	0.9411764705882353
1169	345348	4676	0.0208096734916068	1.0	1.0
1170	345896	4680	0.02479640768927177	0.75	0.9090909090909091
1171	346092	4684	0.018708736239534823	1.0	1.0
1172	346704	4688	0.026128405874077738	0.75	0.8095238095238095
1173	347156	4692	0.013340650479740337	1.0	1.0
1174	347384	4696	0.016481379482463258	1.0	1.0
1175	347612	4700	0.022349862300417755	1.0	1.0
1176	347872	4704	0.015204469877924042	1.0	1.0
1177	348132	4708	0.013953511748045457	1.0	1.0
1178	348456	4712	0.017880306412360367	1.0	1.0
1179	348716	4716	0.019595917546843963	1.0	1.0
1180	349136	4720	0.01843471936484474	0.75	0.9411764705882353
1181	349364	4724	0.025147994177159162	0.75	0.9090909090909091
1182	349560	4728	0.022972986743767857	1.0	1.0
1183	349916	4732	0.017435362949349633	0.75	0.9
1184	350208	4736	0.01280714309206145	1.0	1.0
1185	350500	4740	0.029290309723755095	0.75	0.9
1186	350728	4744	0.021406530024563608	1.0	1.0
1187	350924	4748	0.014411236946920857	1.0	1.0
1188	351120	4752	0.01643340312052374	1.0	1.0
1189	351316	4756	0.018686078188451975	1.0	1.0
1190	351576	4760	0.020995318231002216	1.0	1.0
1191	351932	4764	0.014581415011619935	1.0	1.0
1192	352096	4768	0.029909311494330272	0.75	0.9230769230769231
1193	352388	4772	0.016479066692471	1.0	1.0
1194	352616	4776	0.021638071507728847	1.0	1.0
1195	352876	4780	0.014083433052528134	1.0	1.0
1196	353264	4784	0.014459907976545311	1.0	1.0
1197	353684	4788	0.020734313784901495	0.75	0.9523809523809523
1198	353912	4792	0.03911980005171308	0.75	0.9230769230769231
1199	354172	4796	0.01733049061942836	1.0	1.0
1200	354624	4800	0.01607185914258146	1.0	1.0
1201	355044	4804	0.015692287917090694	1.0	1.0
1202	355336	4808	0.01864493220190797	1.0	1.0
1203	355660	4812	0.017464813147996205	0.75	0.9285714285714286
1204	355824	4816	0.01899527353890699	1.0	1.0
1205	356116	4820	0.02351001958143848	1.0	1.0
1206	356440	4824	0.021059127348222774	0.75	0.9166666666666666
1207	356636	4828	0.02451411842191945	1.0	1.0
1208	356832	4832	0.020322230353262968	1.0	1.0
1209	357508	4836	0.01481461362769199	0.75	0.9166666666666666
1210	358120	4840	0.014072255752021371	0.75	0.8888888888888888
1211	358284	4844	0.01766375714266465	1.0	1.0
1212	358544	4848	0.016204488376597548	0.75	0.9166666666666666
1213	358772	4852	0.018483599299775052	1.0	1.0
1214	359032	4856	0.019979343760166583	1.0	1.0
1215	359484	4860	0.01922355605282235	0.75	0.9166666666666666
1216	359744	4864	0.01642890646027951	1.0	1.0
1217	360068	4868	0.012447929872604619	1.0	1.0
1218	360424	4872	0.015402306698824968	1.0	1.0
1219	360844	4876	0.011621588872912588	1.0	1.0
1220	361072	4880	0.024655055952031508	0.75	0.9090909090909091
1221	361300	4884	0.02719768686449009	0.75	0.9
1222	361560	4888	0.019601058748031832	1.0	1.0
1223	361756	4892	0.02713061456290262	0.75	0.9230769230769231
1224	361920	4896	0.02549047663247484	1.0	1.0
1225	362244	4900	0.016936045242586482	0.75	0.95
1226	362440	4904	0.022247795426268525	1.0	1.0
1227	362732	4908	0.022122037678448076	0.75	0.9230769230769231
1228	363216	4912	0.034133523633029156	0.5	0.875
1229	363764	4916	0.018187204200273324	0.75	0.9565217391304348
1230	364056	4920	0.01968967114680114	0.75	0.9
1231	364220	4924	0.0382776278111387	0.75	0.9
1232	364512	4928	0.022683681297983562	0.75	0.875
1233	364964	4932	0.01689482367876261	1.0	1.0
1234	365128	4936	0.019824766525258497	1.0	1.0
1235	365612	4940	0.013114649139049715	0.75	0.9230769230769231
1236	365904	4944	0.03356054348402318	0.5	0.8571428571428571
1237	366196	4948	0.017426899198959896	1.0	1.0
1238	366456	4952	0.039820373274404734	0.75	0.8461538461538461
1239	366684	4956	0.020246555828417907	1.0	1.0
1240	366880	4960	0.017476852564661697	1.0	1.0
1241	367140	4964	0.015392226959834259	1.0	1.0
1242	367432	4968	0.01796599339710257	1.0	1.0
1243	367596	4972	0.02266994429081808	1.0	1.0
1244	367792	4976	0.022421544047429787	1.0	1.0
1245	367988	4980	0.019475392511404458	1.0	1.0
1246	368216	4984	0.01746445779907126	1.0	1.0
1247	368924	4988	0.013283157375834818	0.75	0.9230769230769231
1248	369120	4992	0.03881061166994016	0.5	0.9
1249	369348	4996	0.018183334104106896	1.0	1.0
1250	369608	5000	0.019481351994717216	1.0	1.0
1251	369932	5004	0.012210231710744892	1.0	1.0
1252	370192	5008	0.021403524406095824	1.0	1.0
1253	370644	5012	0.011089468192971673	1.0	1.0
1254	371128	5016	0.015005693560138223	0.75	0.9285714285714286
1255	371292	5020	0.023123867564148665	1.0	1.0
1256	371552	5024	0.017391149780474322	1.0	1.0
1257	371908	5028	0.013652475027192438	1.0	1.0
1258	372072	5032	0.03750348476190766	0.75	0.9166666666666666
1259	372300	5036	0.019503687691842353	1.0	1.0
1260	372752	5040	0.02101227903787731	0.5	0.9090909090909091
1261	373268	5044	0.026272646283181267	0.5	0.8235294117647058
1262	373528	5048	0.022582612410359103	1.0	1.0
1263	373660	5052	0.026496550262015715	1.0	1.0
1264	373888	5056	0.020831089313321303	1.0	1.0
1265	374276	5060	0.013578172253025779	1.0	1.0
1266	374504	5064	0.02200722973680545	1.0	1.0
1267	374796	5068	0.025039826838922308	1.0	1.0
1268	375056	5072	0.024911949955235567	1.0	1.0
1269	375188	5076	0.03405894558340507	0.75	0.9
1270	375416	5080	0.01786745121384196	1.0	1.0
1271	375708	5084	0.01550623572932965	1.0	1.0
1272	376000	5088	0.017621978749165126	1.0	1.0
1273	376260	5092	0.02244016446312713	1.0	1.0
1274	376552	5096	0.015774582794892418	1.0	1.0
1275	376780	5100	0.019382103462797395	1.0	1.0
1276	377072	5104	0.035334563084748596	0.25	0.8333333333333334
1277	377364	5108	0.04862379537189379	0.5	0.8421052631578947
1278	377688	5112	0.021036028763728946	0.75	0.9090909090909091
1279	377852	5116	0.030707556753733118	0.75	0.9090909090909091
1280	378080	5120	0.01681744396345006	1.0	1.0
1281	378308	5124	0.021291811431485955	1.0	1.0
1282	378632	5128	0.018916600869622012	1.0	1.0
1283	378860	5132	0.02587491252814159	0.75	0.9230769230769231
1284	379120	5136	0.02370931319291003	1.0	1.0
1285	379476	5140	0.028829846611850042	0.75	0.8461538461538461
1286	379704	5144	0.02166981344499309	1.0	1.0
1287	379996	5148	0.021847026248277487	0.75	0.9285714285714286
1288	380192	5152	0.024564146180080446	1.0	1.0
1289	380452	5156	0.017461816553805	1.0	1.0
1290	380744	5160	0.0381546562920751	0.25	0.7
1291	381004	5164	0.022398823769675932	1.0	1.0
1292	381232	5168	0.03707435149086288	0.75	0.9333333333333333
1293	381396	5172	0.022061702465157852	1.0	1.0
1294	381720	5176	0.013908398052366516	1.0	1.0
1295	381916	5180	0.021183964030258646	1.0	1.0
1296	382272	5184	0.016539461600849258	1.0	1.0
1297	382724	5188	0.018417243669190873	0.75	0.9230769230769231
1298	382888	5192	0.019449953907954752	1.0	1.0
1299	384044	5196	0.009108487988484626	1.0	1.0
1300	384336	5200	0.016076720896715843	1.0	1.0
1301	384500	5204	0.018652275016969953	1.0	1.0
1302	385016	5208	0.01384950841638299	0.75	0.9285714285714286
1303	385244	5212	0.01655893215472978	1.0	1.0
1304	385472	5216	0.01723295324954234	1.0	1.0
1305	385700	5220	0.018330360424088008	1.0	1.0
1306	386024	5224	0.01784595384566046	0.5	0.875
1307	386188	5228	0.06414769643138879	0.75	0.9
1308	386448	5232	0.03335006624187713	0.5	0.8823529411764706
1309	386676	5236	0.01651398291431491	1.0	1.0
1310	387096	5240	0.012497070145432315	1.0	1.0
1311	387356	5244	0.021010637873612605	1.0	1.0
1312	387552	5248	0.024666619077223496	1.0	1.0
1313	387876	5252	0.019098459090261942	1.0	1.0
1314	388296	5256	0.014378039091044719	1.0	1.0
1315	388524	5260	0.01875672665423573	1.0	1.0
1316	388720	5264	0.032518169950346114	0.75	0.8888888888888888
1317	389204	5268	0.013748425654111515	1.0	1.0
1318	389432	5272	0.01947083949884148	1.0	1.0
1319	389724	5276	0.014734094650852715	1.0	1.0
1320	390080	5280	0.017746970576497358	1.0	1.0
1321	390276	5284	0.024564777138985885	1.0	1.0
1322	390504	5288	0.0160773681181893	1.0	1.0
1323	391084	5292	0.012792387736488105	0.75	0.9285714285714286
1324	391344	5296	0.019456222637629708	1.0	1.0
1325	391636	5300	0.016623673891797353	1.0	1.0
1326	391960	5304	0.020584755312309428	1.0	1.0
1327	392252	5308	0.014805612636322648	1.0	1.0
1328	392608	5312	0.02154440596453531	0.75	0.9285714285714286
1329	392836	5316	0.023044658875828485	0.75	0.9375
1330	393096	5320	0.039028324400632926	0.5	0.8666666666666667
1331	393324	5324	0.0236405229610453	1.0	1.0
1332	393488	5328	0.019278398422358352	1.0	1.0
1333	393780	5332	0.01691899943505632	1.0	1.0
1334	394040	5336	0.022490754686015607	1.0	1.0
1335	394204	5340	0.02032292295882058	1.0	1.0
1336	394496	5344	0.017499427072354922	1.0	1.0
1337	394692	5348	0.018306313370974627	1.0	1.0
1338	394888	5352	0.021562730010497643	1.0	1.0
1339	395084	5356	0.021685583854475967	1.0	1.0
1340	395568	5360	0.014606133858199258	1.0	1.0
1341	395764	5364	0.034997683222008316	0.75	0.8888888888888888
1342	396056	5368	0.021842803924870646	1.0	1.0
1343	396284	5372	0.019020503574844107	1.0	1.0
1344	396544	5376	0.021224570814877664	1.0	1.0
1345	396836	5380	0.015429332893199914	1.0	1.0
1346	397032	5384	0.014346079027808023	1.0	1.0
1347	397356	5388	0.018741450577594906	1.0	1.0
1348	397616	5392	0.03598181969127097	0.5	0.8
1349	397972	5396	0.021465740127334765	0.5	0.8823529411764706
1350	398200	5400	0.016795714785032324	1.0	1.0
1351	398364	5404	0.021363502543275733	1.0	1.0
1352	398528	5408	0.01937067060139771	1.0	1.0
1353	398724	5412	0.013959293373505564	1.0	1.0
1354	398888	5416	0.017358826869642144	1.0	1.0
1355	399084	5420	0.031866351872222226	0.75	0.9333333333333333
1356	399312	5424	0.023243784357378876	0.75	0.9285714285714286
1357	399764	5428	0.01611002746606378	0.75	0.9090909090909091
1358	400024	5432	0.01614109175859696	1.0	1.0
1359	400348	5436	0.018808357980462015	1.0	1.0
1360	400672	5440	0.017542187055340202	1.0	1.0
1361	400964	5444	0.016017974031497538	1.0	1.0
1362	401288	5448	0.025557370645431322	0.75	0.9166666666666666
1363	401516	5452	0.03242375158280034	0.75	0.9523809523809523
1364	401840	5456	0.012336100863642799	1.0	1.0
1365	402068	5460	0.0256375801423623	0.75	0.9
1366	402520	5464	0.02480581800160266	0.75	0.9444444444444444
1367	402972	5468	0.017042803988078427	1.0	1.0
1368	403584	5472	0.013363627267695419	0.75	0.95
1369	403844	5476	0.01753161138198063	1.0	1.0
1370	404104	5480	0.024370364376366214	0.75	0.9285714285714286
1371	404300	5484	0.02545984747290542	0.75	0.9230769230769231
1372	404496	5488	0.022008410093130804	1.0	1.0
1373	405108	5492	0.009112570079345359	1.0	1.0
1374	405368	5496	0.020744435449791467	1.0	1.0
1375	405500	5500	0.026061220702840726	1.0	1.0
1376	405792	5504	0.014218130569218593	1.0	1.0
1377	406020	5508	0.01761525656940068	1.0	1.0
1378	406216	5512	0.02210789229660544	0.75	0.875
1379	406444	5516	0.0281781285944997	0.75	0.9166666666666666
1380	406704	5520	0.012450490506134356	1.0	1.0
1381	407060	5524	0.018655454453051043	1.0	1.0
1382	407384	5528	0.02025843365764496	0.75	0.9285714285714286
1383	407740	5532	0.023111365912328586	0.75	0.9230769230769231
1384	408064	5536	0.01569874115087589	1.0	1.0
1385	408292	5540	0.02231745363183652	1.0	1.0
1386	408488	5544	0.017811901980166266	1.0	1.0
1387	408748	5548	0.01366975194491708	1.0	1.0
1388	409168	5552	0.01572947081858449	1.0	1.0
1389	409460	5556	0.013579438767585293	1.0	1.0
1390	409784	5560	0.017156712671883782	1.0	1.0
1391	410204	5564	0.010965598405967824	1.0	1.0
1392	410432	5568	0.017125068902924617	1.0	1.0
1393	410692	5572	0.015657244594338707	1.0	1.0
1394	411048	5576	0.022520624089552722	0.75	0.9285714285714286
1395	412204	5580	0.01300817132720563	0.75	0.9333333333333333
1396	412496	5584	0.009567785270463293	1.0	1.0
1397	412852	5588	0.015754364995816353	1.0	1.0
1398	413048	5592	0.016757783025816857	1.0	1.0
1399	413340	5596	0.015433918626203092	0.75	0.8888888888888888
1400	413568	5600	0.015560964876105964	1.0	1.0
1401	413924	5604	0.04586596918002057	0.75	0.8666666666666667
1402	414216	5608	0.03235165858963304	0.75	0.8461538461538461
1403	414508	5612	0.01795870842938964	1.0	1.0
1404	414992	5616	0.017594473776621974	0.75	0.9090909090909091
1405	415220	5620	0.017499929973863574	1.0	1.0
1406	415640	5624	0.01716922665911291	1.0	1.0
1407	415932	5628	0.025043692171650617	0.75	0.9444444444444444
1408	416192	5632	0.02241540234832968	0.75	0.9
1409	416420	5636	0.01775223146315479	1.0	1.0
1410	416552	5640	0.0165456734176405	1.0	1.0
1411	416844	5644	0.02144992898694871	1.0	1.0
1412	417136	5648	0.01661804697843776	0.75	0.9166666666666666
1413	417396	5652	0.019134997922830056	1.0	1.0
1414	417752	5656	0.014051708369289933	1.0	1.0
1415	418012	5660	0.018074914065191017	1.0	1.0
1416	418432	5664	0.014624896260854713	1.0	1.0
1417	418692	5668	0.02250269268430813	0.75	0.9090909090909091
1418	418888	5672	0.01947362914529606	1.0	1.0
1419	419180	5676	0.01797369842007116	1.0	1.0
1420	419344	5680	0.022634959229757216	1.0	1.0
1421	419508	5684	0.020267146059622067	1.0	1.0
1422	419864	5688	0.016288774313667733	1.0	1.0
1423	420156	5692	0.016199742442382974	1.0	1.0
1424	420320	5696	0.01176710461851178	1.0	1.0
1425	420548	5700	0.023299582451091476	1.0	1.0
1426	420936	5704	0.019844295896875874	0.5	0.8333333333333334
1427	421228	5708	0.021344892806992685	0.75	0.9375
1428	421488	5712	0.01939609130487817	1.0	1.0
1429	421716	5716	0.026834175765802357	0.75	0.9090909090909091
1430	422104	5720	0.015200756789345132	1.0	1.0
1431	422364	5724	0.014310292709630055	1.0	1.0
1432	422592	5728	0.015058973106552897	1.0	1.0
1433	422788	5732	0.020524847676994112	1.0	1.0
1434	423080	5736	0.020973870424288887	0.75	0.9
1435	423436	5740	0.018339475719894114	1.0	1.0
1436	423760	5744	0.015208499050575114	1.0	1.0
1437	424212	5748	0.016902094878550857	0.75	0.9411764705882353
1438	424472	5752	0.02854072076097509	0.5	0.8
1439	424732	5756	0.012823464943896001	1.0	1.0
1440	425056	5760	0.021272171512914613	1.0	1.0
1441	425348	5764	0.02013498807798066	1.0	1.0
1442	425608	5768	0.02910590960758611	0.5	0.8333333333333334
1443	425964	5772	0.021807436354956012	0.5	0.9130434782608695
1444	426416	5776	0.019716778794524097	0.75	0.9545454545454546
1445	426676	5780	0.014666050915927363	1.0	1.0
1446	426872	5784	0.01642589021206201	1.0	1.0
1447	427036	5788	0.02437042616243154	0.75	0.9166666666666666
1448	427296	5792	0.0182256463032175	1.0	1.0
1449	427492	5796	0.030270187315256585	0.75	0.8461538461538461
1450	427912	5800	0.016950584197731825	0.75	0.875
1451	428172	5804	0.01848452184830194	1.0	1.0
1452	428336	5808	0.021026010706963395	1.0	1.0
1453	428596	5812	0.016262249271617863	1.0	1.0
1454	428824	5816	0.018408707893522606	1.0	1.0
1455	429020	5820	0.02016501093978794	1.0	1.0
1456	429312	5824	0.04855959390229581	0.75	0.95
1457	429572	5828	0.022810650125432434	0.75	0.9285714285714286
1458	429800	5832	0.015212654451374224	1.0	1.0
1459	430060	5836	0.036959279206661644	0.75	0.9090909090909091
1460	430320	5840	0.01853281310066806	1.0	1.0
1461	430580	5844	0.018306509698531245	1.0	1.0
1462	430776	5848	0.01803433548960015	1.0	1.0
1463	431132	5852	0.016743488921540935	1.0	1.0
1464	431424	5856	0.026852516056166627	0.75	0.9333333333333333
1465	431620	5860	0.019049045991245447	1.0	1.0
1466	431816	5864	0.02849651879266306	1.0	1.0
1467	432172	5868	0.01617830583293367	0.75	0.9
1468	432336	5872	0.021423415570444294	1.0	1.0
1469	432564	5876	0.021440500652036332	1.0	1.0
1470	432760	5880	0.023614521516171865	0.75	0.9166666666666666
1471	433052	5884	0.020459324082733425	0.75	0.9411764705882353
1472	433472	5888	0.0126154221056492	1.0	1.0
1473	433700	5892	0.020143396031476187	1.0	1.0
1474	434056	5896	0.020685742660959107	1.0	1.0
1475	434380	5900	0.019629473246940785	1.0	1.0
1476	435408	5904	0.00963184024016884	1.0	1.0
1477	435700	5908	0.015783243221369227	1.0	1.0
1478	435896	5912	0.020951881868913155	1.0	1.0
1479	436188	5916	0.026544338941902827	0.5	0.8421052631578947
1480	436544	5920	0.022419040884054903	0.75	0.9166666666666666
1481	436772	5924	0.01486714981835933	1.0	1.0
1482	436936	5928	0.017736348388665186	1.0	1.0
1483	437260	5932	0.010341850904757593	1.0	1.0
1484	438256	5936	0.006273482051435459	1.0	1.0
1485	438516	5940	0.0191064051290104	1.0	1.0
1486	438840	5944	0.020904423519640603	1.0	1.0
1487	439100	5948	0.01874480949689688	1.0	1.0
1488	439456	5952	0.01366551131983492	1.0	1.0
1489	439684	5956	0.02938422351145408	0.5	0.8333333333333334
1490	439976	5960	0.018707323730777558	1.0	1.0
1491	440204	5964	0.01883409608721637	1.0	1.0
1492	440464	5968	0.029261000156988785	0.75	0.8333333333333334
1493	440660	5972	0.023819624761852273	1.0	1.0
1494	440888	5976	0.021293736913921748	1.0	1.0
1495	441212	5980	0.020722387096282546	1.0	1.0
1496	441504	5984	0.01309524147644687	1.0	1.0
1497	441860	5988	0.01472478065318445	0.75	0.875
1498	442120	5992	0.021474434078635873	0.75	0.8888888888888888
1499	442412	5996	0.0225190940254567	1.0	1.0
1500	442736	6000	0.014002943698097885	1.0	1.0
1501	443060	6004	0.01902066000878503	1.0	1.0
1502	443384	6008	0.01800190695206743	1.0	1.0
1503	443612	6012	0.012368668567119944	1.0	1.0
1504	443904	6016	0.017346603943773544	1.0	1.0
1505	444068	6020	0.02264345477220195	1.0	1.0
1506	444296	6024	0.01542997870405475	1.0	1.0
1507	444492	6028	0.020315956452309367	1.0	1.0
1508	444752	6032	0.017093064211388197	1.0	1.0
1509	445204	6036	0.016479291072730575	0.75	0.9166666666666666
1510	445400	6040	0.022830803954221893	0.75	0.9090909090909091
1511	445660	6044	0.014155355444779963	1.0	1.0
1512	445952	6048	0.017376404137811254	1.0	1.0
1513	446148	6052	0.031585850957317994	0.75	0.9166666666666666
1514	446760	6056	0.01957836672366335	0.75	0.8888888888888888
1515	446988	6060	0.019971565855664397	1.0	1.0
1516	447312	6064	0.014913077967468324	1.0	1.0
1517	447604	6068	0.015485814528470802	1.0	1.0
1518	447832	6072	0.02091873195773441	1.0	1.0
1519	448124	6076	0.019328285376759458	0.75	0.95
1520	448768	6080	0.01204927306301029	1.0	1.0
1521	449124	6084	0.01779548053044685	1.0	1.0
1522	449544	6088	0.01624239143530747	0.75	0.9047619047619048
1523	449772	6092	0.015400899305086082	1.0	1.0
1524	450032	6096	0.0202636193080299	0.75	0.8888888888888888
1525	450420	6100	0.015716455518306877	1.0	1.0
1526	450744	6104	0.018433190496041335	0.75	0.9166666666666666
1527	451068	6108	0.017780621311996925	1.0	1.0
