step	elapsed_tokens	elapsed_examples	training_loss	training_sequence_accuracy	training_token_accuracy
505	148164	2020	0.04468372683547286	0.5	0.7142857142857143
506	148328	2024	0.03989660176606412	0.75	0.9
507	148556	2028	0.047835938019979964	0.75	0.8
508	148784	2032	0.036871870683473355	0.75	0.9333333333333333
509	149268	2036	0.011615111519109744	1.0	1.0
510	149464	2040	0.04103813298358546	0.75	0.875
511	150076	2044	0.013542592943963577	0.75	0.875
512	150368	2048	0.017306778771947695	1.0	1.0
513	150596	2052	0.07007145604881641	0.75	0.7777777777777778
514	151752	2056	0.027022449275946298	0.75	0.6923076923076923
515	152012	2060	0.027545630119418546	0.75	0.9230769230769231
516	152208	2064	0.03304313508099464	0.5	0.8333333333333334
517	152404	2068	0.05908301123041079	0.5	0.8181818181818182
518	152760	2072	0.05048915646840111	0.5	0.8333333333333334
519	152956	2076	0.023929630309964218	1.0	1.0
520	153344	2080	0.03083035174830684	0.25	0.7
521	153636	2084	0.033854214756277846	0.5	0.75
522	153992	2088	0.032215795050087766	0.75	0.8333333333333334
523	154284	2092	0.034129455398505495	0.5	0.8
524	154576	2096	0.025671037276031507	0.75	0.8
525	154836	2100	0.04334548800942685	0.5	0.75
526	155320	2104	0.04221276458476772	0.0	0.8214285714285714
527	155580	2108	0.02933673071291651	0.75	0.9
528	155872	2112	0.018344027826265628	1.0	1.0
529	156100	2116	0.03921945751801104	0.75	0.9
530	156328	2120	0.061779518644681446	0.75	0.7857142857142857
531	156620	2124	0.023255707060167323	0.75	0.9
532	156848	2128	0.05618889046172366	0.75	0.6666666666666666
533	157204	2132	0.02781699282093376	1.0	1.0
534	157592	2136	0.013962859939183475	1.0	1.0
535	157916	2140	0.02475458500180685	0.5	0.7777777777777778
536	158176	2144	0.03296630520660074	0.75	0.9
537	158436	2148	0.044365393530363235	0.5	0.7142857142857143
538	158888	2152	0.01279584030309407	1.0	1.0
539	159148	2156	0.026855003637348607	0.75	0.8888888888888888
540	159376	2160	0.02931011684235792	0.75	0.9
541	159636	2164	0.016972259385056532	1.0	1.0
542	159864	2168	0.03367271575003867	0.75	0.9230769230769231
543	160124	2172	0.030593877323844935	0.75	0.9090909090909091
544	160416	2176	0.036924416231681786	0.75	0.7857142857142857
545	160836	2180	0.058188092227716454	0.25	0.6111111111111112
546	161032	2184	0.033394133259610805	0.75	0.9090909090909091
547	161388	2188	0.03221910932867352	0.75	0.8181818181818182
548	161584	2192	0.026256564902808654	1.0	1.0
549	161876	2196	0.07289977114985959	0.5	0.6666666666666666
550	162072	2200	0.024087452280544614	1.0	1.0
551	162396	2204	0.026743756211788084	0.75	0.9230769230769231
552	162656	2208	0.03282388976688253	0.75	0.9285714285714286
553	162852	2212	0.025644343481011068	1.0	1.0
554	163144	2216	0.025542489049789258	0.75	0.9166666666666666
555	164300	2220	0.013861627805071667	0.75	0.8571428571428571
556	164752	2224	0.024670823705947423	0.5	0.8
557	164916	2228	0.04127633923016947	0.75	0.9
558	165112	2232	0.018004795798241276	1.0	1.0
559	165404	2236	0.015035763671316494	1.0	1.0
560	166016	2240	0.04351956757385491	0.75	0.8
561	166404	2244	0.01786555449609675	1.0	1.0
562	166856	2248	0.02134749615162816	0.75	0.9285714285714286
563	167180	2252	0.023525955812462595	1.0	1.0
564	167408	2256	0.04152534544629557	0.5	0.7777777777777778
565	167860	2260	0.027173349925469662	0.5	0.8461538461538461
566	168088	2264	0.06356027877992997	0.5	0.7777777777777778
567	168380	2268	0.03224796808327887	0.5	0.8333333333333334
568	168704	2272	0.030018214766695563	0.75	0.9090909090909091
569	168868	2276	0.040182212939627794	0.75	0.9285714285714286
570	169064	2280	0.03201334818924958	0.75	0.9166666666666666
571	169356	2284	0.029784584419619477	1.0	1.0
572	169680	2288	0.021421727919159823	0.75	0.9230769230769231
573	170036	2292	0.029367604419036398	0.5	0.8823529411764706
574	170328	2296	0.02912124682505035	0.75	0.9166666666666666
575	170812	2300	0.018967484649728403	0.75	0.9090909090909091
576	171072	2304	0.02544129047099318	0.75	0.9230769230769231
577	171364	2308	0.022976508787553102	1.0	1.0
578	171688	2312	0.027130560965380933	0.75	0.8571428571428571
579	171916	2316	0.02214642079787284	1.0	1.0
580	172112	2320	0.04568538324715358	0.25	0.75
581	172436	2324	0.014587383263779886	1.0	1.0
582	172888	2328	0.01818927339789655	0.75	0.875
583	173148	2332	0.03607174887620431	0.25	0.7857142857142857
584	173376	2336	0.038712290117463063	0.75	0.9473684210526315
585	173572	2340	0.023296436862072292	1.0	1.0
586	173864	2344	0.024852509242482487	0.75	0.9285714285714286
587	174092	2348	0.018048870573344564	1.0	1.0
588	174256	2352	0.03298166537421093	0.75	0.9166666666666666
589	174580	2356	0.01868112123308151	1.0	1.0
590	174840	2360	0.02270211581208514	0.75	0.9285714285714286
591	175068	2364	0.0710539114319025	0.75	0.7692307692307693
592	175744	2368	0.022372998981005924	0.5	0.8
593	176132	2372	0.027023168018639816	0.75	0.9285714285714286
594	176392	2376	0.021394492280336408	1.0	1.0
595	176716	2380	0.02093339153825218	0.5	0.8181818181818182
596	176912	2384	0.03596252206036601	0.75	0.9090909090909091
597	177140	2388	0.02681245121736928	1.0	1.0
598	177496	2392	0.05417708816038334	0.5	0.7272727272727273
599	177788	2396	0.015019286238953227	1.0	1.0
600	178784	2400	0.01322048247774299	0.25	0.6923076923076923
601	179012	2404	0.03328841336685173	0.5	0.8
602	179464	2408	0.01765898728856286	0.75	0.9
603	179660	2412	0.08237275413260856	0.25	0.8125
604	179920	2416	0.03843248313639606	0.75	0.9444444444444444
605	180052	2420	0.11390537655117443	0.5	0.8181818181818182
606	180568	2424	0.019264661093068514	0.75	0.9166666666666666
607	181052	2428	0.02979881922954337	0.0	0.6875
608	181280	2432	0.04695486810294077	0.5	0.875
609	181444	2436	0.033227513883439315	0.75	0.9090909090909091
610	181768	2440	0.02772513070448281	0.5	0.8461538461538461
611	182252	2444	0.014607321646190032	0.75	0.875
612	182544	2448	0.026181367517535567	0.5	0.75
613	182804	2452	0.02153070125434397	1.0	1.0
614	183096	2456	0.019557492165864058	1.0	1.0
615	183388	2460	0.023523690581683798	1.0	1.0
616	183680	2464	0.06362899610385789	0.25	0.6875
617	184036	2468	0.028531398356949053	0.75	0.8461538461538461
618	184296	2472	0.019879259426400044	1.0	1.0
619	184460	2476	0.09034946761074025	0.75	0.7692307692307693
620	184912	2480	0.031150802892325375	0.5	0.8421052631578947
621	185204	2484	0.022346865187393834	1.0	1.0
622	185656	2488	0.029667695636349183	0.5	0.7857142857142857
623	186108	2492	0.03501250596876572	0.5	0.7692307692307693
624	186272	2496	0.030926574337108832	1.0	1.0
625	186468	2500	0.016679742701547488	1.0	1.0
626	186792	2504	0.02908848422621304	0.5	0.7777777777777778
627	187020	2508	0.02333055463518901	0.75	0.8888888888888888
628	187312	2512	0.029840877160450974	0.75	0.9
629	187572	2516	0.02162466103674859	1.0	1.0
630	187832	2520	0.021908610277336038	0.75	0.8888888888888888
631	188156	2524	0.015249750489296277	1.0	1.0
632	188416	2528	0.04587220294408098	0.25	0.8
633	188612	2532	0.04065174729244821	0.75	0.9333333333333333
634	188840	2536	0.04171930158972827	0.5	0.8571428571428571
635	189036	2540	0.05480842223256332	0.5	0.8
636	189296	2544	0.02732087870573196	0.75	0.9230769230769231
637	189588	2548	0.03332297253731263	0.5	0.8571428571428571
638	189752	2552	0.02412885506373459	1.0	1.0
639	189948	2556	0.02536190673671229	1.0	1.0
640	190144	2560	0.05918581295976159	0.5	0.7272727272727273
641	190564	2564	0.03025215012491607	0.5	0.8235294117647058
642	190728	2568	0.02494057531411818	1.0	1.0
643	190956	2572	0.042081806739695034	0.5	0.8571428571428571
644	191152	2576	0.04358393406735861	1.0	1.0
645	191348	2580	0.023811118043455887	1.0	1.0
646	191640	2584	0.017459712178760026	1.0	1.0
647	191804	2588	0.02994955044776725	1.0	1.0
648	192096	2592	0.030150010585432232	0.75	0.8333333333333334
649	192420	2596	0.04181551734675054	0.5	0.6666666666666666
650	192680	2600	0.03644633322629715	0.5	0.875
651	193004	2604	0.021185089538428882	0.75	0.9
652	193296	2608	0.021741050103603103	0.75	0.9230769230769231
653	193492	2612	0.023208008210873838	0.5	0.8333333333333334
654	193784	2616	0.02815864853342292	0.75	0.9166666666666666
655	193980	2620	0.02589639857954656	1.0	1.0
656	194272	2624	0.02549343425257146	0.75	0.9375
657	194436	2628	0.03146950178633233	1.0	1.0
658	194760	2632	0.01631427874028441	1.0	1.0
659	194956	2636	0.03003728390381961	0.75	0.8888888888888888
660	195184	2640	0.02484295831238504	1.0	1.0
661	195412	2644	0.03490836435868313	0.5	0.875
662	195736	2648	0.024281474494554003	0.75	0.8888888888888888
663	196028	2652	0.024116130068019985	0.75	0.8888888888888888
664	196160	2656	0.02056472003453564	1.0	1.0
665	196388	2660	0.026265164812343107	0.75	0.9
666	196616	2664	0.03376356820899673	0.5	0.875
667	196972	2668	0.011293838298279502	1.0	1.0
668	197136	2672	0.028153500314770097	1.0	1.0
669	197396	2676	0.015247219034913544	1.0	1.0
670	197656	2680	0.017778849668044078	1.0	1.0
671	197916	2684	0.02449064304937906	1.0	1.0
672	198240	2688	0.051382308128304896	0.25	0.8095238095238095
673	198564	2692	0.018502468091839547	1.0	1.0
674	198888	2696	0.033029201642815684	0.5	0.75
675	199084	2700	0.033674884438986884	0.75	0.8461538461538461
676	199376	2704	0.016735522735912948	1.0	1.0
677	199572	2708	0.02093416048136836	1.0	1.0
678	199992	2712	0.02332552083419824	1.0	1.0
679	200284	2716	0.026475117554051752	1.0	1.0
680	200480	2720	0.044806393824024626	0.75	0.8
681	200676	2724	0.032496186239322926	0.75	0.9
682	201096	2728	0.02022028673233868	0.75	0.9333333333333333
683	201388	2732	0.021353986705579097	0.75	0.875
684	201744	2736	0.015875872876182796	1.0	1.0
685	201940	2740	0.03162997303431287	0.75	0.8333333333333334
686	202296	2744	0.03058768428821953	0.5	0.8333333333333334
687	202588	2748	0.019229270135835523	1.0	1.0
688	202752	2752	0.05521536835079678	0.75	0.9
689	202884	2756	0.022233536058697607	1.0	1.0
690	203112	2760	0.03205057906197583	0.75	0.9444444444444444
691	203404	2764	0.03790688222649421	0.75	0.8823529411764706
692	203888	2768	0.013669981444870246	1.0	1.0
693	205044	2772	0.023536980664754074	0.75	0.7
694	205336	2776	0.02262258898784252	1.0	1.0
695	205532	2780	0.02305641165639107	1.0	1.0
696	205728	2784	0.022924392640619167	1.0	1.0
697	206020	2788	0.03377538271944533	0.5	0.875
698	206248	2792	0.022520032862131695	1.0	1.0
699	206636	2796	0.020895666860335116	1.0	1.0
700	207088	2800	0.01759229012287473	1.0	1.0
701	207348	2804	0.017909535154676064	1.0	1.0
702	207576	2808	0.019375143324042648	1.0	1.0
703	207772	2812	0.022270538256138655	1.0	1.0
704	207968	2816	0.017472179737888876	1.0	1.0
705	208292	2820	0.026088801355753276	0.5	0.8461538461538461
706	208456	2824	0.02513433336880917	0.75	0.9090909090909091
707	208652	2828	0.01397727746336031	1.0	1.0
708	208944	2832	0.017278145477261357	1.0	1.0
709	209332	2836	0.037179229431185325	0.5	0.6956521739130435
710	209624	2840	0.02875131202909516	0.75	0.9
711	209916	2844	0.01905478028502886	0.75	0.875
712	210112	2848	0.03944995526964192	0.75	0.8571428571428571
713	210372	2852	0.045474380115660795	0.5	0.8
714	210696	2856	0.016472791290711487	1.0	1.0
715	210924	2860	0.0207351439953527	1.0	1.0
716	211216	2864	0.023370690162189726	0.75	0.9090909090909091
717	211700	2868	0.03775427357443125	0.5	0.8157894736842105
718	211960	2872	0.04468808967713102	0.5	0.7647058823529411
719	212188	2876	0.030826265959633146	0.75	0.875
720	212448	2880	0.031218046084736956	0.75	0.9090909090909091
721	212772	2884	0.026127632098890675	0.75	0.9333333333333333
722	212936	2888	0.02340800594215648	1.0	1.0
723	213260	2892	0.03138371707550665	0.5	0.8461538461538461
724	213520	2896	0.0290642469535419	0.75	0.9090909090909091
725	213940	2900	0.03089910729381752	0.5	0.8
726	214168	2904	0.03353219770611531	0.75	0.8888888888888888
727	214396	2908	0.053601460859976795	0.25	0.6923076923076923
728	214688	2912	0.03197523241946196	0.75	0.9375
729	215140	2916	0.015381380892978963	0.75	0.9
730	215400	2920	0.017918289394776597	1.0	1.0
731	215596	2924	0.021330336015768222	1.0	1.0
732	215888	2928	0.023352370012538717	0.75	0.875
733	216116	2932	0.030129581445688787	0.75	0.9
734	216440	2936	0.01596395793277019	1.0	1.0
735	216860	2940	0.018626972164883203	0.75	0.9
736	217472	2944	0.018440649368614902	0.75	0.8181818181818182
737	217892	2948	0.036433121926182144	0.75	0.8125
738	218120	2952	0.023609653010528454	0.75	0.9333333333333333
739	218316	2956	0.018779853190331625	1.0	1.0
740	218672	2960	0.03736282648683507	0.75	0.7647058823529411
741	218996	2964	0.019516863229311416	1.0	1.0
742	219320	2968	0.01488231439635456	1.0	1.0
743	219580	2972	0.029372517519663903	0.75	0.9411764705882353
744	220128	2976	0.042726187820696454	0.25	0.8157894736842105
745	220324	2980	0.04951560651006882	0.75	0.8125
746	220552	2984	0.026560177554327827	0.75	0.9230769230769231
747	220748	2988	0.0488784936452574	0.5	0.8181818181818182
748	221008	2992	0.06084377528896595	0.5	0.7727272727272727
749	221300	2996	0.02781313456594944	0.75	0.9
750	221528	3000	0.03986407098280292	0.75	0.8888888888888888
751	221788	3004	0.02711502489101292	0.75	0.9166666666666666
752	222080	3008	0.020883791061680517	0.75	0.9
753	222404	3012	0.028269739003358607	0.75	0.9090909090909091
754	222632	3016	0.025611523752670246	1.0	1.0
755	222860	3020	0.020589719268303792	1.0	1.0
756	223248	3024	0.024179426909104174	0.75	0.9
757	223604	3028	0.03204466200019358	0.5	0.75
758	223800	3032	0.053769578752506576	0.75	0.8666666666666667
759	224124	3036	0.016642860368589935	1.0	1.0
760	224448	3040	0.0134298981246684	1.0	1.0
761	224612	3044	0.03780493793310279	0.5	0.8571428571428571
762	224936	3048	0.052705348981951824	0.5	0.8125
763	225260	3052	0.04499470357244627	0.25	0.7368421052631579
764	225616	3056	0.024979442075728418	0.75	0.9166666666666666
765	225812	3060	0.02919524774159091	1.0	1.0
766	226072	3064	0.04441110882510031	0.5	0.8333333333333334
767	226300	3068	0.027913498962913248	1.0	1.0
768	226656	3072	0.026917994385748892	0.75	0.875
769	226948	3076	0.024570648900997614	1.0	1.0
770	227496	3080	0.015678818686241464	0.75	0.9166666666666666
771	227724	3084	0.022436055738237756	1.0	1.0
772	228080	3088	0.02781795490227775	0.75	0.9375
773	228372	3092	0.031753284062383	0.5	0.8125
774	228728	3096	0.03200471617052487	0.5	0.6666666666666666
775	229020	3100	0.029314519900094888	0.25	0.7692307692307693
776	229472	3104	0.028658477798420644	0.5	0.9
777	229668	3108	0.04247931780583031	0.5	0.8
778	230024	3112	0.014266488421981608	1.0	1.0
779	230316	3116	0.02670540665656416	0.75	0.8
780	230576	3120	0.046668377054086246	0.5	0.7692307692307693
781	230708	3124	0.049187013910666336	0.75	0.8666666666666667
782	231096	3128	0.04115344719864226	0.25	0.7058823529411765
783	231388	3132	0.06690832033317028	0.75	0.9
784	231616	3136	0.029883969714773896	0.75	0.9090909090909091
785	232196	3140	0.019346539122013586	0.75	0.9
786	232424	3144	0.02324099414221909	1.0	1.0
787	232780	3148	0.028707992883475364	1.0	1.0
788	232976	3152	0.022377090494505866	1.0	1.0
789	233268	3156	0.02540751552860847	0.75	0.9230769230769231
790	233592	3160	0.026518992140661796	0.5	0.7777777777777778
791	233756	3164	0.029369921007168166	1.0	1.0
792	234080	3168	0.035823710724927994	0.75	0.8888888888888888
793	234340	3172	0.020113374125312476	1.0	1.0
794	234664	3176	0.03679318534469905	0.25	0.8518518518518519
795	234892	3180	0.019675732823915753	1.0	1.0
796	235152	3184	0.042334866382841646	0.5	0.7333333333333333
797	235508	3188	0.015103140405577475	1.0	1.0
798	235800	3192	0.013202282318012397	1.0	1.0
799	235996	3196	0.019627164431782185	1.0	1.0
800	236256	3200	0.04033804951197965	0.75	0.9333333333333333
801	236516	3204	0.020153747423134603	1.0	1.0
802	236744	3208	0.042690957031790044	0.75	0.9230769230769231
803	236908	3212	0.020977626225286258	1.0	1.0
804	237104	3216	0.019365554044289485	1.0	1.0
805	237428	3220	0.027693101565460437	0.75	0.8181818181818182
806	237720	3224	0.018257810378634328	1.0	1.0
807	238044	3228	0.026033378062213158	0.5	0.8
808	238240	3232	0.02133322407137105	1.0	1.0
809	238500	3236	0.02829794439697281	0.75	0.9
810	238760	3240	0.038254918546367235	0.75	0.9166666666666666
811	239116	3244	0.03333860340825479	0.5	0.8571428571428571
812	239376	3248	0.018629151974784007	1.0	1.0
813	239636	3252	0.029205894783457326	0.75	0.9230769230769231
814	239992	3256	0.026397873753228603	0.5	0.8571428571428571
815	240220	3260	0.024190826021458427	0.75	0.9166666666666666
816	240480	3264	0.06165123164144895	0.5	0.8235294117647058
817	240804	3268	0.025359521808618297	0.75	0.9375
818	241000	3272	0.047957446667029634	0.5	0.8181818181818182
819	241228	3276	0.047994572913066615	0.75	0.8571428571428571
820	241456	3280	0.025129948233154988	0.75	0.9166666666666666
821	241780	3284	0.024181074668263563	0.75	0.8888888888888888
822	242136	3288	0.042486015970016215	0.5	0.8260869565217391
823	242524	3292	0.02196848488096123	0.5	0.75
824	242752	3296	0.035942458093978925	0.5	0.7857142857142857
825	243044	3300	0.01790184187821094	1.0	1.0
826	243336	3304	0.014941894780842643	1.0	1.0
827	243564	3308	0.03350238668784089	1.0	1.0
828	243920	3312	0.014585788637272739	1.0	1.0
829	244084	3316	0.0333727622548447	0.75	0.9
830	244344	3320	0.015044917767354494	1.0	1.0
831	244636	3324	0.044449031841775954	0.5	0.7272727272727273
832	244864	3328	0.023262268321426353	1.0	1.0
833	245124	3332	0.023871285107309174	0.75	0.9090909090909091
834	245416	3336	0.05317227318181393	0.5	0.8333333333333334
835	245740	3340	0.03209734106316568	0.75	0.9411764705882353
836	245936	3344	0.0350968572768943	0.5	0.75
837	246100	3348	0.025896873766496353	1.0	1.0
838	246424	3352	0.021376326300161966	0.75	0.9166666666666666
839	246780	3356	0.01469447297614579	1.0	1.0
840	247072	3360	0.023529431729010262	0.75	0.9090909090909091
841	247236	3364	0.023943088907624543	0.75	0.9166666666666666
842	247528	3368	0.03321905719875683	0.5	0.8181818181818182
843	247724	3372	0.03842054809509449	0.5	0.8333333333333334
844	247984	3376	0.05423231507901164	0.5	0.7333333333333333
845	248212	3380	0.019287568701555367	1.0	1.0
846	248376	3384	0.030287383002237277	0.75	0.9166666666666666
847	248572	3388	0.03098055530861397	0.75	0.875
848	248800	3392	0.03341642067526826	0.5	0.8181818181818182
849	249092	3396	0.024338110488470698	1.0	1.0
850	249256	3400	0.04224504015088133	0.75	0.9090909090909091
851	249516	3404	0.021293688854485994	0.75	0.9
852	249776	3408	0.026181701336507927	1.0	1.0
853	250196	3412	0.017208474089456225	0.75	0.9
854	250552	3416	0.04407931893273143	0.5	0.9047619047619048
855	250844	3420	0.028338564503517332	0.5	0.75
856	251552	3424	0.010240942146585481	1.0	1.0
857	251780	3428	0.03346158540544366	0.75	0.8888888888888888
858	252488	3432	0.02274140397738506	0.5	0.7647058823529411
859	252876	3436	0.02714834018974673	0.75	0.875
860	253136	3440	0.03251383806927606	0.5	0.8823529411764706
861	253428	3444	0.03381332065027967	0.75	0.8461538461538461
862	253656	3448	0.02196491706926334	1.0	1.0
863	253884	3452	0.024723903562624272	0.75	0.9333333333333333
864	254176	3456	0.015270949573106615	1.0	1.0
865	254340	3460	0.04403071324392476	0.75	0.8888888888888888
866	254568	3464	0.06130754424663872	0.5	0.8125
867	254796	3468	0.019883264146119472	1.0	1.0
868	255056	3472	0.03127100068265179	0.75	0.9090909090909091
869	255252	3476	0.016677755707479872	1.0	1.0
870	255480	3480	0.034970934148388026	0.75	0.875
871	255772	3484	0.02606587775650597	0.75	0.9090909090909091
872	256128	3488	0.025247798387102772	0.5	0.8181818181818182
873	256324	3492	0.02681231436209146	0.75	0.875
874	256648	3496	0.04838545325905812	0.75	0.6666666666666666
875	256876	3500	0.01719219376509146	1.0	1.0
876	257104	3504	0.032119677652470875	0.75	0.9230769230769231
877	257428	3508	0.016170117563661733	1.0	1.0
878	257592	3512	0.026181147068311927	0.75	0.9285714285714286
879	257820	3516	0.019630177923969056	0.75	0.8888888888888888
880	258176	3520	0.018551240742419595	1.0	1.0
881	258372	3524	0.020726897424945795	1.0	1.0
882	258632	3528	0.0214315117728718	1.0	1.0
883	258796	3532	0.03172747397356306	0.75	0.9166666666666666
884	258960	3536	0.017712108628994885	1.0	1.0
885	259316	3540	0.019751407411204746	1.0	1.0
886	259544	3544	0.012613025868777186	1.0	1.0
887	259804	3548	0.020616194319127708	0.75	0.9090909090909091
888	260288	3552	0.016769984497758288	0.75	0.9090909090909091
889	260420	3556	0.019581925753659562	1.0	1.0
890	260584	3560	0.03336544891265294	0.75	0.9166666666666666
891	260876	3564	0.026880140851745483	0.75	0.9285714285714286
892	261200	3568	0.03717370457706546	0.5	0.75
893	261364	3572	0.02987524643703273	0.75	0.9
894	261784	3576	0.03812472150506892	0.5	0.6666666666666666
895	262044	3580	0.021988288337133784	1.0	1.0
896	262272	3584	0.04683786082330731	0.25	0.7692307692307693
897	262564	3588	0.035093458238973835	0.75	0.875
898	262824	3592	0.03503164113905228	0.25	0.8333333333333334
899	263052	3596	0.02844960217588388	0.75	0.8888888888888888
900	263472	3600	0.025848726161927446	0.5	0.9047619047619048
901	263764	3604	0.019877211708600143	0.75	0.9166666666666666
902	264056	3608	0.023273796052178317	0.75	0.9
903	264316	3612	0.025148933702350863	0.75	0.9166666666666666
904	264736	3616	0.02288134524620257	0.75	0.8333333333333334
905	264964	3620	0.019547228311903135	1.0	1.0
906	266120	3624	0.017923176073613326	0.5	0.75
907	266412	3628	0.05276231833664901	0.5	0.9166666666666666
908	266640	3632	0.048111044537816464	0.5	0.85
909	266900	3636	0.035019744308360426	0.5	0.8
910	267096	3640	0.023614472275554094	0.75	0.9375
911	267548	3644	0.03782914037383437	0.25	0.6875
912	267808	3648	0.02863485661729518	0.5	0.7777777777777778
913	268420	3652	0.015527137760433515	0.75	0.9285714285714286
914	268840	3656	0.03451739197664438	0.5	0.75
915	269100	3660	0.03926700307457565	0.5	0.8571428571428571
916	269296	3664	0.021182471579348508	1.0	1.0
917	269524	3668	0.026753199707151065	1.0	1.0
918	269848	3672	0.01952001198206347	1.0	1.0
919	270108	3676	0.03310119826911261	0.5	0.75
920	270304	3680	0.024123594338790705	1.0	1.0
921	270596	3684	0.017510449040548652	1.0	1.0
922	270792	3688	0.019236078055391775	1.0	1.0
923	270956	3692	0.021478333389470212	1.0	1.0
924	271312	3696	0.020180400811466888	0.75	0.9090909090909091
925	271572	3700	0.02908916899515248	0.5	0.8181818181818182
926	271800	3704	0.047863248119455026	0.75	0.8181818181818182
927	272060	3708	0.03370303099828675	0.75	0.9
928	272256	3712	0.022541936487902297	1.0	1.0
929	272612	3716	0.03704291417764003	0.75	0.8461538461538461
930	272904	3720	0.019127579990030327	1.0	1.0
931	273196	3724	0.03733859793300679	0.5	0.875
932	273424	3728	0.017394231156944415	1.0	1.0
933	273684	3732	0.0222110913401707	1.0	1.0
934	274136	3736	0.01357686005622528	1.0	1.0
935	274428	3740	0.02469296654211904	0.75	0.9230769230769231
936	274656	3744	0.034900994485273194	0.5	0.8666666666666667
937	274852	3748	0.014874011784572002	1.0	1.0
938	275080	3752	0.026412097457473787	0.75	0.8888888888888888
939	275372	3756	0.04151712239578438	0.5	0.8461538461538461
940	275760	3760	0.01716051152525373	1.0	1.0
941	275956	3764	0.026847768247927967	1.0	1.0
942	276248	3768	0.025638659581802836	0.5	0.8461538461538461
943	276732	3772	0.028323422326525797	0.5	0.9
944	276992	3776	0.04855019269812942	0.75	0.875
945	277284	3780	0.0276913804228103	0.75	0.95
946	277448	3784	0.032789147274736474	1.0	1.0
947	277676	3788	0.018344930129800173	0.75	0.9090909090909091
948	277936	3792	0.01714015210668528	1.0	1.0
949	278100	3796	0.03126093853525526	0.75	0.9
950	278360	3800	0.018584687315686778	1.0	1.0
951	278972	3804	0.023407497144526956	0.5	0.7142857142857143
952	279168	3808	0.021689651840397787	1.0	1.0
953	279492	3812	0.02961781785687822	0.75	0.9333333333333333
954	279752	3816	0.02511073068330504	0.75	0.9166666666666666
955	280044	3820	0.02338235642010419	1.0	1.0
956	280240	3824	0.02051100868528465	1.0	1.0
957	280564	3828	0.02409343430787726	0.75	0.9
958	280792	3832	0.017312441639877045	1.0	1.0
959	280988	3836	0.027741100561678802	0.75	0.9
960	281280	3840	0.08443658416572741	0.25	0.631578947368421
961	281604	3844	0.016972232262016405	1.0	1.0
962	281864	3848	0.03665629238118161	0.5	0.8333333333333334
963	282284	3852	0.034088010517475294	0.5	0.7333333333333333
964	283312	3856	0.015173325455969548	0.75	0.9090909090909091
965	283508	3860	0.026914312044681688	0.75	0.9230769230769231
966	283736	3864	0.024787695778674266	1.0	1.0
967	283900	3868	0.022379309511704377	1.0	1.0
968	284288	3872	0.01477762411617031	1.0	1.0
969	284676	3876	0.02487681814640477	0.75	0.9
970	284840	3880	0.06546769020421743	0.75	0.9
971	285132	3884	0.025534585371602535	0.75	0.875
972	285424	3888	0.026109433642988684	0.75	0.9285714285714286
973	285620	3892	0.04179897273905681	0.5	0.8333333333333334
974	286136	3896	0.019595854988523658	0.75	0.9285714285714286
975	286524	3900	0.012900564501718134	1.0	1.0
976	286976	3904	0.02424644000943695	0.5	0.75
977	287236	3908	0.022746857022447102	1.0	1.0
978	287432	3912	0.0365497768982982	0.75	0.875
979	287884	3916	0.02139981347411446	0.75	0.8333333333333334
980	288176	3920	0.019141872607473766	1.0	1.0
981	288596	3924	0.02114208773162996	0.75	0.9090909090909091
982	288888	3928	0.021604283578771324	1.0	1.0
983	289148	3932	0.016477682866430428	1.0	1.0
984	289344	3936	0.026782297031490997	1.0	1.0
985	289572	3940	0.018186780982097323	1.0	1.0
986	290248	3944	0.017388973617624266	0.75	0.8571428571428571
987	290540	3948	0.01582919440622921	1.0	1.0
988	291088	3952	0.022728954700486317	0.75	0.8571428571428571
989	291316	3956	0.025008806174601626	0.75	0.9090909090909091
990	291512	3960	0.022462472052055205	1.0	1.0
991	291740	3964	0.042486645320127456	0.75	0.75
992	291968	3968	0.026164849963965932	0.75	0.9090909090909091
993	292260	3972	0.022092036353545206	0.75	0.9
994	292456	3976	0.027907749977089603	1.0	1.0
995	292812	3980	0.02881281328781907	0.75	0.8181818181818182
996	293040	3984	0.032602694990349464	0.75	0.9166666666666666
997	293332	3988	0.028920473357316043	0.5	0.8461538461538461
998	293592	3992	0.036299785894814	0.5	0.8
999	293788	3996	0.02690876481143978	1.0	1.0
1000	294176	4000	0.03133992946027301	0.75	0.9333333333333333
1001	294436	4004	0.023732045157069025	0.75	0.9
1002	294696	4008	0.015259016513235652	1.0	1.0
1003	295116	4012	0.02744015434660294	0.75	0.8181818181818182
1004	295760	4016	0.013421615765861789	1.0	1.0
1005	295988	4020	0.01726942759617259	1.0	1.0
1006	296344	4024	0.030716760666571193	0.75	0.8461538461538461
1007	296604	4028	0.016771038269744167	1.0	1.0
1008	296800	4032	0.029779209702985174	0.75	0.9
1009	297028	4036	0.026466089772616216	1.0	1.0
1010	297448	4040	0.017414833489545898	0.75	0.9333333333333333
1011	297708	4044	0.01934508155994969	1.0	1.0
1012	297840	4048	0.03421097204709667	0.75	0.8888888888888888
1013	298196	4052	0.06055843128246083	0.25	0.8125
1014	298488	4056	0.04327238757321488	0.5	0.9
1015	298652	4060	0.029287272785239564	1.0	1.0
1016	298976	4064	0.024128542244378538	0.75	0.9
